results/title,results/features/0/genre_ids,results/features/0/production_companies/0,results/features/0/release_date,results/features/0/vote_average,results/features/0/vote_count,results/features/0/budget,results/features/0/star_popularity,,labels
Pinocchio,14,53334,19/12/2019,6.6,1162,12400000,1.4,,TRUE
Jojo Rabbit,35,43,18/10/2019,8.1,6767,14000000,0.921,,TRUE
Splice,27,9,06/10/2009,5.8,1667,26000000,16.898,,FALSE
Blade II,14,19551,22/03/2002,6.5,3625,54000000,6.676,,TRUE
Brightburn,27,94218,09/05/2019,6.1,2236,6000000,11.739,,TRUE
Assassin's Creed,28,10104,21/12/2016,5.4,6574,125000000,10.205,,TRUE
The Sixth Sense,9648,158,06/08/1999,7.9,9058,40000000,23.315,,TRUE
Friday the 13th Part VI: Jason Lives,27,80658,01/08/1986,6.2,800,3000000,1.62,,TRUE
Mary Poppins Returns,14,2,13/12/2018,6.5,2708,130000000,22.36,,TRUE
King Arthur: Legend of the Sword,28,79,10/05/2017,6.5,4681,175000000,9.668,,FALSE
Evil Dead,27,559,05/04/2013,6.4,3506,17000000,4.514,,TRUE
Kung Fu Hustle,28,3477,10/02/2004,7.4,1978,20000000,5.899,,TRUE
Sabotage,28,10427,28/03/2014,5.6,1116,35000000,18.005,,FALSE
Freaky,27,33,12/11/2020,6.7,871,5000000,7.681,,TRUE
Halloween,27,7405,31/08/2007,6.2,1686,15000000,4.698,,TRUE
Red Sparrow,9648,99426,28/02/2018,6.5,4966,69000000,11.42,,TRUE
Enola Holmes,9648,121424,23/09/2020,7.4,4089,21000000,11.721,,FALSE
Ouija,27,88762,24/10/2014,5.1,2255,5000000,13.34,,TRUE
The Raid 2,28,12142,27/03/2014,7.6,1750,4500000,12.575,,TRUE
Regular Show: The Movie,16,7899,01/09/2015,7.8,251,3000000,2.353,,FALSE
Who Framed Roger Rabbit,14,56,21/06/1988,7.5,4429,70000000,3.198,,TRUE
Hardcore Henry,28,1038,12/09/2015,6.3,1816,10000000,5.172,,TRUE
The Transporter,28,356,02/10/2002,6.7,4130,21000000,36.825,,TRUE
Ticking Clock,28,6724,04/01/2011,5.5,46,6000000,2.722,,FALSE
Welcome to the Jungle,35,38506,27/04/2013,5.1,322,3500000,17.56,,FALSE
I Can Only Imagine,10402,100855,14/02/2018,7.6,341,7000000,7.718,,TRUE
Superman,878,51861,13/12/1978,7.1,2848,55000000,8.024,,TRUE
The Accountant,80,5357,13/10/2016,7,4801,44000000,7.925,,TRUE
The Intern,35,735,24/09/2015,7.2,5321,35000000,7.459,,TRUE
Planes,16,2,09/08/2013,5.9,1285,50000000,1.812,,TRUE
Live Free or Die Hard,28,444,20/06/2007,6.6,4602,110000000,23.315,,TRUE
The Punisher,28,35,15/04/2004,6.3,2110,33000000,5.798,,TRUE
Taxi Driver,80,46059,09/02/1976,8.2,8773,1300000,7.459,,TRUE
The Mechanic,28,22035,13/01/2011,6.4,2469,40000000,36.825,,TRUE
Poltergeist,27,22213,20/05/2015,5.2,1921,35000000,6.246,,TRUE
The Princess Diaries,35,65559,03/08/2001,6.9,3939,37000000,4.824,,TRUE
Passengers,18,83838,21/12/2016,6.9,10967,110000000,11.42,,TRUE
Hostiles,37,97584,22/12/2017,6.9,1758,55000000,14.314,,FALSE
2001: A Space Odyssey,878,385,02/04/1968,8.1,8895,12000000,2.117,,TRUE
Silent Hill,27,559,21/04/2006,6.5,3223,50000000,9.305,,TRUE
Big Fish & Begonia,16,58209,08/07/2016,7.5,317,4531653,1.258,,TRUE
[REC]⁴ Apocalypse,53,3631,31/10/2014,5.6,831,3000000,5.085,,TRUE
[REC],27,3631,23/11/2007,7.2,3207,1500000,5.085,,TRUE
Van Helsing,27,33,05/05/2004,6.3,4603,160000000,12.278,,TRUE
Jeepers Creepers 3,27,99236,26/09/2017,4.8,593,6200000,1.56,,FALSE
The Wailer,27,38918,20/06/2006,6.7,49,250,0.6,,FALSE
Unthinkable,18,3319,14/06/2010,6.7,883,15000000,22.614,,FALSE
Top Gun,28,4,16/05/1986,7,5051,15000000,18.064,,TRUE
Burlesque,18,3287,23/11/2010,7.2,1863,55000000,2.467,,TRUE
Unbreakable,53,3683,22/11/2000,7.1,7452,75000000,23.315,,TRUE
Stolen,28,831,06/09/2012,5.4,798,35000000,21.264,,FALSE
GoodFellas,18,8880,12/09/1990,8.5,9536,25000000,11.913,,TRUE
Ri¢hie Ri¢h,35,1302,19/12/1994,5.8,1737,40000000,9.289,,FALSE
Friday the 13th Part VIII: Jason Takes Manhattan,27,17611,28/07/1989,4.9,699,5000000,1.462,,TRUE
5 Centimeters per Second,16,3756,03/03/2007,7.3,1401,5000000,1.623,,FALSE
12 Strong,10752,79529,16/01/2018,6.1,2188,35000000,16.885,,TRUE
90 Minutes in Heaven,18,68117,11/09/2015,6.2,112,5000000,5.434,,FALSE
Princess Mononoke,12,10342,12/07/1997,8.4,5945,26500000,0.73,,TRUE
Changeling,80,23,30/01/2008,7.6,3241,55000000,14.372,,TRUE
Moana,12,2,23/11/2016,7.6,9958,150000000,1.471,,TRUE
Birdman or (The Unexpected Virtue of Ignorance),18,22213,17/10/2014,7.5,10876,18000000,11.396,,TRUE
8 Mile,10402,24,08/11/2002,7.1,5561,41000000,5.171,,TRUE
Shutter,14,4007,09/09/2004,7.2,735,125000,2.388,,FALSE
Alpha,12,77863,17/08/2018,6.4,2058,51000000,5.275,,FALSE
Anna,53,6896,19/06/2019,6.7,1911,34000000,6.59,,FALSE
Battleship,53,33,11/04/2012,5.8,4446,209000000,10.573,,TRUE
The Quake,28,3079,31/08/2018,6.8,490,6300000,3.633,,FALSE
10 Things I Hate About You,35,1757,30/03/1999,7.6,6156,16000000,9.268,,TRUE
The Spiderwick Chronicles,10751,4,14/02/2008,6.6,2050,90000000,12.449,,TRUE
Freddy's Dead: The Final Nightmare,27,12,05/09/1991,5.3,918,11000000,4.438,,TRUE
Jackass Presents: Bad Grandpa,35,4,22/10/2013,6.1,1246,15000000,5.844,,TRUE
Blade Runner,878,5798,25/06/1982,7.9,10935,28000000,10.614,,TRUE
Daddy's Home,35,4,25/12/2015,6.2,2496,50000000,8.111,,TRUE
Boyz n the Hood,18,5,12/07/1991,7.6,1321,6500000,5.965,,TRUE
Children of the Corn,27,6562,09/03/1984,5.7,702,800000,3.508,,TRUE
Friday the 13th Part III,27,7513,13/08/1982,5.8,948,4000000,2.991,,TRUE
The Butterfly Effect,878,816,22/01/2004,7.5,5756,13000000,5.471,,TRUE
Planet of the Apes,53,8601,25/07/2001,5.7,3136,100000000,24.719,,TRUE
Indiana Jones and the Kingdom of the Crystal Skull,12,4,21/05/2008,6,6415,185000000,10.614,,TRUE
Son of the Mask,14,12,18/02/2005,4.2,1372,84000000,4.211,,FALSE
Broken City,53,8532,18/01/2013,5.9,1154,56000000,24.719,,FALSE
Pan's Labyrinth,14,2029,25/08/2006,7.7,8567,19000000,14.005,,TRUE
Bingo,28,559,09/08/1991,5,75,10000000,1.461,,FALSE
Midnight Sun,10749,17866,22/03/2018,7.8,2882,2800000,11.41,,TRUE
Hostel,27,1507,06/01/2006,5.9,2756,4800000,10.358,,TRUE
Spectral,878,2735,09/12/2016,6.4,1285,70000000,3.693,,FALSE
Die Hard,28,1073,15/07/1988,7.7,8693,28000000,23.315,,TRUE
Hellraiser,27,1950,11/09/1987,6.9,1690,1000000,6.91,,TRUE
Robin Hood,12,562,21/11/2018,5.9,2377,100000000,7.384,,FALSE
Beetlejuice,14,360,30/03/1988,7.4,5110,15000000,9.798,,TRUE
Life,27,5,22/03/2017,6.4,5889,58000000,14.076,,TRUE
Mortal Engines,12,1938,27/11/2018,6.2,3589,100000000,10.935,,FALSE
Eddie the Eagle,35,264,26/02/2016,7.2,1701,23000000,7.384,,TRUE
Silent Hill: Revelation 3D,53,559,10/10/2012,5.4,1235,20000000,2.725,,TRUE
Gnomeo & Juliet,16,9195,13/01/2011,5.8,1580,36000000,14.368,,TRUE
AVP: Alien vs. Predator,12,76043,12/08/2004,5.9,3303,70000000,3.187,,TRUE
Monster Trucks,28,2348,21/12/2016,6.1,661,125000000,5.515,,FALSE
The Great Gatsby,18,14604,10/05/2013,7.4,10038,105000000,19.353,,TRUE
The Baytown Outlaws,28,12410,27/08/2012,6.1,234,4000000,7.886,,FALSE
Cloverfield,28,11461,15/01/2008,6.6,5598,25000000,3.964,,TRUE
Paul Blart: Mall Cop 2,28,5,16/04/2015,5.2,1257,38000000,5.206,,TRUE
Anaconda,12,55532,11/04/1997,5.1,1891,45000000,4.917,,TRUE
A Thousand Words,18,4,07/03/2012,6.1,1070,40000000,6.975,,FALSE
Death Race,28,248,22/08/2008,6.2,2933,45000000,36.825,,TRUE
A Nightmare on Elm Street Part 2: Freddy's Revenge,27,12,01/11/1985,5.8,1294,3000000,4.438,,TRUE
Old Dogs,35,2,24/11/2009,5.5,561,35000000,8.033,,TRUE
The Woman in the Window,18,711,14/05/2021,6.1,1256,4000000,18.172,,FALSE
Coach Carter,18,4,14/01/2005,7.5,1997,30000000,22.614,,TRUE
Ghost Ship,27,79,25/10/2002,5.9,1756,35000000,4.081,,TRUE
Lone Survivor,10752,10405,24/12/2013,7.4,3318,40000000,24.719,,TRUE
Ender's Game,878,31825,24/10/2013,6.6,4740,110000000,16.29,,TRUE
Wonder Park,35,2348,13/03/2019,6.4,521,100000000,7.525,,TRUE
Bridge to Terabithia,12,60611,15/02/2007,7.3,3661,60000000,6.403,,TRUE
The Last King,28,17173,12/02/2016,5.7,187,5233963,1.479,,FALSE
Sexo salvaje,10749,76261,19/11/2015,6.8,6,60000,0.6,,FALSE
Another Cinderella Story,10402,4811,16/09/2008,6.8,1498,5000000,11.534,,FALSE
Contagion,18,6735,08/09/2011,6.6,4819,60000000,8.782,,TRUE
Rage,28,24972,09/05/2014,5.2,594,21000000,21.264,,FALSE
Hostel: Part III,27,1631,27/12/2011,5.1,819,6000000,3.139,,FALSE
Halloween 5: The Revenge of Michael Myers,27,143033,12/10/1989,5.4,803,5000000,2.903,,TRUE
College,35,21,28/08/2008,4.6,115,7000000,5.815,,FALSE
The Handmaiden,53,34725,01/06/2016,8.3,2489,8575000,3.553,,TRUE
Speed,28,25,09/06/1994,7.1,4649,30000000,26.532,,TRUE
Bad Boys,28,5,07/04/1995,6.8,4932,19000000,13.175,,TRUE
"As Above, So Below",27,66930,14/08/2014,6.7,2521,5000000,14.031,,TRUE
Momentum,28,20243,15/10/2015,5.7,419,20000000,13.925,,FALSE
Dumb and Dumber,35,12,16/12/1994,6.6,4824,16000000,16.29,,TRUE
Last Christmas,35,33,07/11/2019,7.3,1668,30000000,15.356,,TRUE
The Strangers,53,1224,29/05/2008,6.1,1804,9000000,13.149,,TRUE
Sully,18,171,07/09/2016,7.1,5772,60000000,22.904,,TRUE
The Drop,18,43,12/09/2014,6.7,1719,12600000,66.759,,TRUE
Ip Man 3,28,72821,19/12/2015,7,1242,36000000,10.299,,TRUE
War of the Worlds,12,4,28/06/2005,6.5,6552,132000000,18.064,,TRUE
City of God,18,345,05/02/2002,8.4,5443,3300000,0.609,,TRUE
The Avengers,53,2596,13/08/1998,4.4,523,60000000,10.921,,FALSE
American Made,28,50481,18/08/2017,6.8,3444,50000000,18.064,,TRUE
Hall Pass,35,12,25/02/2011,5.6,1550,36000000,23.511,,TRUE
Good Luck Chuck,35,95343,21/09/2007,5.9,1158,25000000,1.812,,TRUE
The Skin I Live In,18,49,17/08/2011,7.5,3294,13000000,5.97,,TRUE
Mission: Impossible III,12,4,03/05/2006,6.7,5120,150000000,18.064,,TRUE
Rocky III,18,8880,28/05/1982,6.8,3012,17000000,16.218,,TRUE
Ready or Not,27,34982,21/08/2019,7,2855,6000000,15.163,,TRUE
Overlord,27,11461,01/11/2018,6.7,2180,38000000,1.769,,TRUE
Friday the 13th Part VII: The New Blood,27,131716,13/05/1988,5.4,697,2800000,1.683,,TRUE
Tombstone,37,915,25/12/1993,7.6,1454,25000000,9.836,,TRUE
Star Wars: Episode II - Attack of the Clones,12,1,15/05/2002,6.5,10467,120000000,9.23,,TRUE
"I Love You, Man",35,2364,20/03/2009,6.5,1265,41000000,27.424,,TRUE
Booksmart,35,13184,24/05/2019,7.1,1903,6000000,2.666,,TRUE
Cast Away,12,4171,22/12/2000,7.7,8950,90000000,22.904,,TRUE
"I, Tonya",18,82968,08/12/2017,7.5,4610,11000000,19.717,,TRUE
It's a Wonderful Life,18,11770,20/12/1946,8.3,3098,3180000,6.492,,TRUE
Justice League: Throne of Atlantis,878,429,27/01/2015,7.1,684,3500000,4.499,,FALSE
Legally Blonde,35,2527,13/07/2001,6.7,2899,18000000,14.623,,TRUE
Operation Mekong,28,109465,30/09/2016,7,168,30200000,3.333,,TRUE
Annie,35,95063,19/12/2014,6.2,1084,65000000,2.115,,TRUE
Mr. Nobody,878,796,06/11/2009,7.9,4896,47000000,13.317,,FALSE
The Book of Henry,18,737,16/06/2017,7.5,1080,10000000,15.025,,FALSE
The Other Woman,35,75017,16/04/2014,6.4,3011,40000000,9.635,,TRUE
Free Birds,16,2787,30/10/2013,5.9,589,55000000,23.511,,TRUE
The Muppets,10751,2,22/11/2011,6.7,1231,45000000,5.034,,TRUE
Forever My Girl,10749,8533,26/01/2018,7.6,923,3500000,7.797,,TRUE
Walking with Dinosaurs,16,6733,18/12/2013,6,362,80000000,3.964,,TRUE
The Perks of Being a Wallflower,18,2130,20/09/2012,7.8,8572,13000000,8.81,,TRUE
Step Up 3D,18,9195,04/08/2010,6.8,1621,30000000,1.568,,TRUE
The Hate U Give,80,12292,19/10/2018,8.3,1660,23000000,6.117,,TRUE
A Good Man,28,21442,19/08/2014,5.2,101,7000000,10.438,,FALSE
Cats & Dogs: The Revenge of Kitty Galore,35,79,28/07/2010,5.2,477,85000000,11.913,,TRUE
Unfaithful,53,58248,10/05/2002,6.6,1096,50000000,10.276,,TRUE
Heat,28,508,15/12/1995,7.9,5140,60000000,18.645,,TRUE
Abduction,53,829,22/09/2011,5.9,2483,35000000,9.277,,TRUE
The Edge of Seventeen,35,96082,18/11/2016,7.2,3332,9000000,51.582,,TRUE
Rock Dog,12,89486,08/07/2016,6.1,217,60000000,6.896,,FALSE
Oblivion,28,33,10/04/2013,6.6,8936,120000000,18.064,,TRUE
Evan Almighty,14,33,09/06/2007,5.5,3422,175000000,13.271,,FALSE
Blood and Bone,28,62556,07/02/2009,7.4,516,3700000,14.405,,FALSE
Batman: The Killing Joke,28,2785,24/07/2016,6.6,1362,3500000,3.589,,TRUE
The Invisible Man,53,3172,26/02/2020,7.2,4177,7000000,6.349,,TRUE
Little Fockers,35,33,21/12/2010,5.6,2636,100000000,7.459,,TRUE
Wish Upon,27,41,07/07/2017,5.6,1055,12000000,12.238,,TRUE
Silence,18,22842,22/12/2016,7.1,2404,46000000,37.019,,FALSE
The Lego Ninjago Movie,10751,2723,21/09/2017,6.5,752,70000000,3.049,,TRUE
Bram Stoker's Dracula,10749,70,13/11/1992,7.4,3753,40000000,12.808,,TRUE
Planet of the Apes,878,12943,07/02/1968,7.7,2504,5800000,7.813,,TRUE
Dead Poets Society,18,9195,02/06/1989,8.3,8642,16400000,8.502,,TRUE
The Godfather: Part III,80,4,25/12/1990,7.4,4624,54000000,18.645,,TRUE
Die Hard 2,28,1073,02/07/1990,6.9,4406,70000000,23.315,,TRUE
Transporter 2,28,6586,03/08/2005,6.3,2734,32000000,36.825,,TRUE
Training Day,28,24939,05/10/2001,7.4,4410,45000000,9.851,,TRUE
Ben-Hur,28,21,17/08/2016,5.7,1394,100000000,2.544,,FALSE
Footloose,18,54131,06/10/2011,6.6,1358,24000000,7.718,,TRUE
Collateral Beauty,18,79,06/12/2016,7.3,4711,36000000,20.242,,TRUE
Brokeback Mountain,18,10565,10/09/2005,7.8,5374,14000000,9.268,,TRUE
Red Lights,53,58260,02/03/2012,6.2,927,14000000,13.999,,FALSE
Prisoners,18,12199,18/09/2013,8,8659,46000000,12.278,,TRUE
Gulliver's Travels,10751,444,25/12/2010,5.2,1878,112000000,9.805,,TRUE
Poltergeist,27,396,04/06/1982,7.1,2175,10700000,2.547,,TRUE
The Shape of Water,18,101082,01/12/2017,7.3,10207,19500000,10.588,,TRUE
xXx,28,5,09/08/2002,5.9,3336,70000000,24.857,,TRUE
The Time Machine,878,7,04/03/2002,6.2,1723,80000000,15.001,,TRUE
Superfast!,35,11565,05/03/2015,5,278,20000000,1.115,,FALSE
Unforgettable,18,813,06/03/2017,5.8,527,12000000,8.24,,TRUE
The League of Extraordinary Gentlemen,14,475,11/07/2003,5.9,3199,78000000,6.707,,TRUE
Resident Evil: Apocalypse,27,3287,10/09/2004,6.4,3284,45000000,13.465,,TRUE
The Ring Two,18,7,17/03/2005,5.7,1788,50000000,15.025,,TRUE
Psycho,27,10717,22/06/1960,8.4,7768,806947,5.647,,TRUE
Scream 3,27,1600,03/02/2000,5.9,2230,40000000,10.388,,TRUE
Monte Carlo,12,32537,01/07/2011,6.6,1789,20000000,11.534,,TRUE
Falcon Rising,12,39075,05/09/2014,6.3,256,4500000,14.405,,FALSE
Rocky Balboa,18,696,20/12/2006,6.8,2600,24000000,16.218,,TRUE
Tears of the Sun,10752,5,07/03/2003,6.8,1668,75000000,23.315,,TRUE
Kung Fu Jungle,80,45424,31/10/2014,6.7,305,25000000,10.299,,FALSE
Black Swan,18,444,03/12/2010,7.6,11746,13000000,9.743,,TRUE
Slender Man,27,12199,10/08/2018,4.4,1544,10000000,12.238,,TRUE
Unfriended,27,1038,17/04/2015,5.5,2791,1000000,7.599,,TRUE
American History X,18,12,01/07/1998,8.4,9136,20000000,15.955,,TRUE
Garfield: A Tail of Two Kitties,35,25,15/06/2006,5.5,1656,60000000,8.513,,TRUE
Pride and Prejudice and Zombies,10749,3287,04/02/2016,6.1,1777,28000000,10.115,,FALSE
Indiana Jones and the Temple of Doom,12,4,23/05/1984,7.3,7053,28000000,10.614,,TRUE
Alien Resurrection,878,19747,12/11/1997,6.1,3613,70000000,13.999,,TRUE
La La Land,35,491,29/11/2016,7.9,13765,30000000,4.966,,TRUE
Batman Returns,28,1382,19/06/1992,6.9,4886,80000000,11.396,,TRUE
Elf,35,12,09/10/2003,6.6,2983,32000000,8.111,,TRUE
Wolf Warrior,28,65444,02/04/2015,6.3,141,12000000,9.675,,TRUE
Robot Overlords,878,60623,29/01/2015,4.8,200,21000000,8.489,,FALSE
Horrible Bosses,35,12,08/07/2011,6.6,5228,35000000,8.25,,TRUE
Hot Shots!,28,25,31/07/1991,6.6,1564,26000000,7.508,,TRUE
The Departed,18,829,05/10/2006,8.2,11785,90000000,11.621,,TRUE
Sex Drive,35,491,16/10/2008,6.3,985,19000000,1.736,,FALSE
"Batman: The Dark Knight Returns, Part 2",878,429,03/01/2013,8,1065,3500000,9.706,,FALSE
Us,53,88934,14/03/2019,7,5448,20000000,3.185,,TRUE
Cleopatra,18,11451,12/06/1963,7.1,485,44000000,3.837,,TRUE
The Girl on the Train,80,7294,05/10/2016,6.4,4821,45000000,22.36,,TRUE
Ocean's Eleven,53,79,07/12/2001,7.4,9302,85000000,8.447,,TRUE
Run All Night,28,41624,11/03/2015,6.4,2306,50000000,19.304,,TRUE
Zoom,10751,497,11/08/2006,5.3,472,75600000,4.479,,FALSE
Aliens,28,19747,18/07/1986,7.9,7319,18500000,13.999,,TRUE
Dawn of the Dead,27,83715,02/09/1978,7.5,1511,650000,1.593,,TRUE
28 Weeks Later,27,284,26/04/2007,6.6,3225,15000000,3.131,,TRUE
Critters,27,12,11/04/1986,6.4,681,2000000,8.598,,TRUE
The Adventures of Tintin,12,4,24/10/2011,6.8,4367,130000000,5.95,,TRUE
Friday the 13th: A New Beginning,27,16779,22/03/1985,5.3,790,2200000,1.776,,TRUE
Clueless,35,4,19/07/1995,7.3,3282,12000000,9.011,,TRUE
Mr. Bean's Holiday,10751,686,22/03/2007,6.3,2212,25000000,8.358,,TRUE
The Grand Budapest Hotel,35,43,26/02/2014,8,11668,30000000,10.921,,TRUE
Daredevil,14,19551,14/02/2003,5.2,3991,78000000,7.925,,TRUE
Black Hawk Down,28,130,28/12/2001,7.4,4329,92000000,10.966,,TRUE
A Beautiful Mind,18,33,11/12/2001,7.8,8093,60000000,9.386,,TRUE
Iron Mask,12,318,16/08/2019,6.3,259,49000000,9.479,,FALSE
Kill Bill: Vol. 2,28,39121,16/04/2004,7.9,11179,30000000,10.601,,TRUE
Pete's Dragon,12,51164,10/08/2016,6.4,1824,65000000,3.572,,TRUE
Blade: Trinity,28,19551,08/12/2004,5.9,2998,65000000,6.676,,TRUE
The Animatrix,16,1885,09/05/2003,7.2,1139,5000000,26.532,,FALSE
The Incredible Burt Wonderstone,35,12,14/03/2013,5.6,1176,30000000,13.271,,FALSE
Omerta: 6/12,28,110011,26/11/2021,0,0,8476000,3.962,,FALSE
Terrifier,27,84591,15/10/2016,6.5,471,100000,1.953,,FALSE
She's the Man,35,126,17/03/2006,6.8,2356,20000000,6.599,,TRUE
Mowgli: Legend of the Jungle,12,85284,25/11/2018,6.5,2090,175000000,0.6,,FALSE
Nerve,9648,79963,27/06/2016,7.1,5969,19000000,11.061,,TRUE
Dark City,9648,12,27/02/1998,7.3,2062,27000000,7.535,,TRUE
Sleepless,28,829,12/01/2017,5.9,1038,30000000,9.973,,TRUE
Voyagers,878,148185,08/04/2021,6.2,371,20000000,5.933,,FALSE
The Commuter,28,694,11/01/2018,6.3,3562,30000000,19.304,,TRUE
The Da Vinci Code,53,23,17/05/2006,6.7,7510,125000000,22.904,,TRUE
Escape Plan: The Extractors,28,109907,20/06/2019,5.2,596,3600000,16.218,,FALSE
The Longest Yard,35,60378,27/05/2005,6.6,2513,82000000,7.896,,TRUE
Atlantis: The Lost Empire,16,6125,02/06/2001,6.9,3723,120000000,5.158,,TRUE
Slumdog Millionaire,18,3573,12/11/2008,7.7,8614,15000000,10.469,,TRUE
Basic Instinct,53,275,20/03/1992,6.8,2753,49000000,7.566,,TRUE
Oldboy,18,399,21/11/2003,8.3,6270,3000000,4.448,,TRUE
Elite Squad,18,47046,12/10/2007,8.1,1656,4000000,6.507,,TRUE
Nick and Norah's Infinite Playlist,35,3287,03/10/2008,6.4,975,9000000,6.274,,TRUE
21 Bridges,80,106544,24/10/2019,6.8,1410,33000000,7.847,,TRUE
Her,10749,13184,18/12/2013,7.9,11556,23000000,10.781,,TRUE
Die Another Day,12,7576,17/11/2002,6,2690,140000000,21.16,,TRUE
Blue Streak,28,5,17/09/1999,6.4,1111,65000000,13.175,,TRUE
Scream 2,27,85,09/12/1997,6.4,2615,24000000,10.388,,TRUE
Braveheart,28,4564,14/03/1995,7.9,7940,72000000,12.025,,TRUE
Antz,12,521,02/10/1998,6.1,3660,60000000,5.188,,TRUE
Mr. & Mrs. Smith,28,1171,07/06/2005,6.7,8161,110000000,14.959,,TRUE
Flushed Away,12,521,22/10/2006,6.2,2939,149000000,12.278,,TRUE
The Irishman,80,11391,01/11/2019,7.6,5054,159000000,7.459,,FALSE
Memoirs of a Geisha,18,5,06/12/2005,7.7,2232,85000000,8.612,,TRUE
Spy Kids: All the Time in the World,10751,7405,18/08/2011,4.8,754,27000000,8.783,,TRUE
Anthropoid,36,17653,12/08/2016,7.1,766,9000000,6.342,,FALSE
Three Steps Over Heaven,18,10102,12/03/2004,5.7,579,3040046,5.238,,FALSE
Catch.44,18,41968,08/12/2011,5.1,259,7000000,23.315,,FALSE
The Ant Bully,14,89136,28/07/2006,5.7,1065,50000000,7.385,,TRUE
Eyes Wide Shut,18,385,16/07/1999,7.5,4464,65000000,18.064,,TRUE
Kalashnikov AK-47,10752,55875,20/02/2020,7.6,163,3500000,4.334,,FALSE
Dear Evan Hansen,18,33,24/09/2021,6.7,72,28000000,1.96,,FALSE
The Devil's Advocate,18,676,17/10/1997,7.4,4426,57000000,26.532,,TRUE
Satyameva Jayate 2,28,72146,25/11/2021,0,0,2850000,2.69,,FALSE
Son of God,18,7483,28/02/2014,6.9,212,22000000,2.122,,TRUE
The Forbidden Kingdom,28,877,18/04/2008,6.6,1265,55000000,44.932,,TRUE
Click,35,333,23/06/2006,6.2,5606,82500000,7.896,,TRUE
Bloodsport,28,1444,26/02/1988,7,1268,1500000,17.56,,TRUE
Big Momma's House,80,508,31/05/2000,5.8,1797,30000000,13.175,,TRUE
American Beauty,18,2721,15/09/1999,8,9794,15000000,9.458,,TRUE
Avatar 4,28,574,16/12/2026,0,0,250000000,7.894,,FALSE
Night at the Museum,28,436,20/10/2006,6.5,8268,110000000,8.008,,TRUE
Little Nicky,35,1565,10/11/2000,5.9,1367,85000000,7.896,,FALSE
Eden Lake,27,8575,12/09/2008,6.8,1231,12850990,33.495,,FALSE
Trick 'r Treat,27,923,26/10/2007,6.9,1276,12000000,4.075,,FALSE
Malcolm & Marie,10749,126587,29/01/2021,7.1,942,2500000,6.271,,FALSE
The Star,35,61377,15/11/2017,6.1,402,10000000,5.557,,FALSE
The Double,28,376,27/10/2011,5.8,496,17000000,10.276,,FALSE
Big Game,28,62407,05/09/2014,5.4,912,8500000,22.614,,FALSE
Miss Sloane,53,7493,25/11/2016,7.5,1376,13000000,10.049,,FALSE
Kingdom of Heaven,18,1645,03/05/2005,6.8,3109,130000000,6.191,,TRUE
After.Life,18,12410,07/11/2009,6.2,817,4500000,10.755,,FALSE
Why Him?,35,2575,22/12/2016,6.3,3411,38000000,7.729,,TRUE
RoboCop,28,41,17/07/1987,7.3,3734,13000000,9.706,,TRUE
Baby's Day Out,10751,25,01/07/1994,6.2,955,50000000,7.073,,FALSE
Get Rich or Die Tryin',18,54336,09/11/2005,6.7,660,40000000,4.44,,TRUE
Arthur,35,174,08/04/2011,5.6,583,40000000,3.614,,TRUE
Children of the Living Dead,27,16100,11/06/2001,3.3,15,500,3.215,,FALSE
Marmaduke,10751,444,04/06/2010,5.3,581,50000000,10.234,,TRUE
Pitch Perfect 3,35,12026,20/12/2017,6.6,2803,45000000,8.3,,TRUE
How to Be Single,35,12,21/01/2016,6.2,2744,38000000,9.619,,TRUE
Bad Teacher,35,5,16/05/2011,5.6,3897,20000000,9.635,,TRUE
Halloween: Resurrection,27,7405,01/07/2002,4.6,887,13000000,11.169,,TRUE
Fracture,53,41359,19/04/2007,7.3,2965,10000000,9.967,,TRUE
Maggie,27,52924,08/05/2015,5.3,1332,4000000,18.005,,FALSE
Fantastic Four: Rise of the Silver Surfer,12,436,13/06/2007,5.6,6497,130000000,9.291,,TRUE
S.W.A.T.,28,333,08/08/2003,6.1,1886,80000000,22.614,,TRUE
Flipped,10749,86256,06/08/2010,7.8,1879,14000000,4.51,,FALSE
American Psycho,53,15231,13/04/2000,7.4,7234,6,14.314,,FALSE
Paranormal Activity 2,27,4,20/10/2010,5.8,1905,3000000,4.841,,TRUE
Peppermint,28,47729,06/09/2018,6.7,1571,25000000,7.525,,TRUE
Magic Mike,18,34981,28/06/2012,6.1,2476,7000000,10.405,,TRUE
Gran Torino,18,27351,09/12/2008,8,8573,33000000,21.283,,TRUE
Halloween II,27,7405,28/08/2009,5.4,996,10000000,4.698,,FALSE
Free Fire,28,16853,31/03/2017,6.3,858,7000000,14.574,,FALSE
Horrible Bosses 2,35,12,26/11/2014,6.2,3438,42000000,8.25,,TRUE
The Orphanage,27,1182,20/05/2007,7.2,2207,3400000,1.703,,TRUE
Kidnap,18,290,16/06/2017,6.2,1068,21000000,14.122,,TRUE
The Good Doctor,18,110680,23/04/2011,6.1,180,6000000,6.191,,FALSE
Total Recall,28,275,01/06/1990,7.3,4373,65000000,18.005,,TRUE
Lion,18,308,20/01/2016,8.1,5511,12000000,10.469,,TRUE
The Secret Life of Walter Mitty,12,22213,18/12/2013,7.1,6288,90000000,8.008,,TRUE
Hotel Desire,18,15565,07/12/2011,5.8,65,230758,7.267,,FALSE
